,count,mean,std,min,25%,50%,75%,max,skew,kurtosis
cnn_feat_28_mean,1077.0,5.875688202650053e-07,9.996504559239838e-06,0.0,0.0,0.0,0.0,0.0002679966273717582,22.016923904418945,533.54833984375
cnn_feat_28_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_28_min,1077.0,5.875688202650053e-07,9.996504559239838e-06,0.0,0.0,0.0,0.0,0.0002679966273717582,22.016923904418945,533.54833984375
cnn_feat_28_max,1077.0,5.875688202650053e-07,9.996504559239838e-06,0.0,0.0,0.0,0.0,0.0002679966273717582,22.016923904418945,533.54833984375
cnn_feat_29_mean,1077.0,5.995048559270799e-05,0.0002877723891288042,0.0,0.0,0.0,0.0,0.003694241400808096,7.089850425720215,59.17813491821289
cnn_feat_29_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_29_min,1077.0,5.995048559270799e-05,0.0002877723891288042,0.0,0.0,0.0,0.0,0.003694241400808096,7.089850425720215,59.17813491821289
cnn_feat_29_max,1077.0,5.995048559270799e-05,0.0002877723891288042,0.0,0.0,0.0,0.0,0.003694241400808096,7.089850425720215,59.17813491821289
cnn_feat_30_mean,1077.0,0.04452725127339363,0.009809988550841808,0.02610999532043934,0.03645778074860573,0.04170174151659012,0.05200120806694031,0.06737732887268066,0.623532772064209,-0.7408708930015564
cnn_feat_30_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_30_min,1077.0,0.04452725127339363,0.009809988550841808,0.02610999532043934,0.03645778074860573,0.04170174151659012,0.05200120806694031,0.06737732887268066,0.623532772064209,-0.7408708930015564
cnn_feat_30_max,1077.0,0.04452725127339363,0.009809988550841808,0.02610999532043934,0.03645778074860573,0.04170174151659012,0.05200120806694031,0.06737732887268066,0.623532772064209,-0.7408708930015564
cnn_feat_31_mean,1077.0,2.206777480751043e-06,1.6073896404122934e-05,0.0,0.0,0.0,0.0,0.00021294715406838804,8.941446304321289,88.53587341308594
cnn_feat_31_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_31_min,1077.0,2.206777480751043e-06,1.6073896404122934e-05,0.0,0.0,0.0,0.0,0.00021294715406838804,8.941446304321289,88.53587341308594
cnn_feat_31_max,1077.0,2.206777480751043e-06,1.6073896404122934e-05,0.0,0.0,0.0,0.0,0.00021294715406838804,8.941446304321289,88.53587341308594
cnn_feat_32_mean,1077.0,0.0009855919051915407,0.0029155625961720943,0.0,0.0,0.0,0.00027071390650235116,0.019548209384083748,3.7887320518493652,14.5943603515625
cnn_feat_32_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_32_min,1077.0,0.0009855919051915407,0.0029155625961720943,0.0,0.0,0.0,0.00027071390650235116,0.019548209384083748,3.7887320518493652,14.5943603515625
cnn_feat_32_max,1077.0,0.0009855919051915407,0.0029155625961720943,0.0,0.0,0.0,0.00027071390650235116,0.019548209384083748,3.7887320518493652,14.5943603515625
cnn_feat_33_mean,1077.0,0.05969712883234024,0.006925368215888739,0.04305824637413025,0.05476072430610657,0.05946704000234604,0.06494936347007751,0.0822586938738823,0.061478275805711746,-0.48914435505867004
cnn_feat_33_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
